Date,Close,MA(10C)s,MA(10C)w,%K(141),%D(3),RSI(14C),MACDHist(12269C),MACD(12269C),MACDSig(12269C),AccDist,CCI(20C),ATR(14)
02/23/11,6263.79,6453.729,6377.877,13.133,11.385,30.175,-45.435,-75.327,-29.891,15678302440,-109.569,85.384
02/22/11,6277.03,6488.51,6418.735,15.968,10.46,30.812,-42.781,-65.303,-22.521,15821386421,-116.613,83.663
02/21/11,6298.85,6521.022,6463.097,5.052,13.041,31.841,-35.91,-52.907,-16.996,15739512820,-120.331,82.684
02/20/11,6333.91,6552.778,6509.266,10.36,31.08,33.51,-25.055,-38.538,-13.482,15801926118,-116.67,83.37
02/19/11,6383.88,6577.872,6553.622,23.71,54.529,36.009,-10.974,-23.206,-12.232,15923438480,-103.444,82.31
02/16/11,6486.83,6592.612,6591.574,59.169,73.309,41.999,5.266,-8.388,-13.655,15936283780,-52.668,73.896
02/15/11,6606.05,6595.257,6611.288,80.708,79.264,51.15,17.71,0.164,-17.546,16082541400,20.232,69.288
02/14/11,6624.2,6571.969,6605.091,80.05,78.609,52.775,21.699,-1.06,-22.759,16143269917,27.834,72.334
02/13/11,6626.89,6545.352,6590.755,77.034,76.633,53.007,23.577,-4.455,-28.033,16067849857,23.802,74.039
02/12/2011,6635.86,6524.86,6572.204,78.742,75.064,53.738,22.518,-8.998,-31.517,16079984918,23.137,76.581
02/09/2011,6611.6,6487.996,6545.32,74.124,73.829,52.079,16.884,-15.578,-32.463,16100356168,4.358,77.917
02/08/2011,6602.15,6496.616,6524.414,72.325,71.224,51.449,9.498,-21.281,-30.779,16051913760,-3.831,81.813
02/07/2011,6616.41,6508.784,6507.438,75.04,65.092,52.414,-3.001,-27.288,-24.286,16084870618,1.218,84.195
02/06/2011,6584.85,6519.422,6489.804,66.307,57.009,50.505,-19.282,-36.01,-16.727,15969285559,-16.762,87.721
02/05/2011,6531.28,6530.168,6479.862,53.931,43.687,47.165,-35.353,-43.405,-8.052,15829993312,-48.22,90.215
02/02/2011,6513.28,6542.251,6481.856,50.79,33.61,46.029,-48.336,-46.758,1.577,15802978487,-64.972,93.84
02/01/2011,6373.17,6556.696,6489.75,26.341,28.299,36.093,-60.549,-48.525,12.024,15633706089,-156.194,90.058
01/31/11,6358.03,6590.943,6529.345,23.699,20.706,34.891,-59.421,-35.809,23.612,15616369750,-213.899,91.616
01/30/11,6421.97,6631.964,6579.152,34.857,28.58,37.671,-52.356,-17.516,34.84,15667634752,-238.321,85.525
01/29/11,6267.22,6668.609,6623.995,3.561,37.423,24.075,-45.042,-0.422,44.619,15510298549,-515.94,75.062
01/26/11,6697.8,6719.786,6706.28,47.322,56.511,55.166,-15.377,37.156,52.534,15752006759,-17.579,46.214
01/25/11,6723.83,6721.724,6710.63,61.387,55.523,59.477,-15.235,40.74,55.975,15768773223,41.401,46.169
01/24/11,6722.79,6719.469,6709.837,60.825,42.605,59.359,-16.564,42.071,58.635,15809085587,45.872,47.071
01/23/11,6692.31,6714.003,6708.239,44.356,30.887,55.867,-17.988,43.264,61.253,15730548798,3.93,47.8
01/22/11,6652.11,6717.104,6712.747,22.634,34.555,50.675,-16.684,47.261,63.946,15615683272,-48.671,47.135
01/19/11,6657.73,6724.853,6725.973,25.671,55.463,51.461,-10.958,55.768,66.727,15669057616,-35.777,48.263
01/18/11,6715.64,6728.735,6738.883,55.36,79.77,60.427,-3.256,65.243,68.5,15682544804,45.257,43.867
01/17/11,6768.24,6727.167,6740.979,85.358,93.265,70.837,1.537,70.492,68.954,15721412843,117.936,40.864
01/16/11,6788.42,6718.009,6731.846,98.592,92.555,75.468,2.063,70.809,68.746,15823554749,158.821,41.535
01/15/11,6778.99,6704.802,6716.643,95.844,84.626,74.752,-0.123,68.13,68.254,15702186451,169.021,42.354
01/12/2011,6717.18,6692.343,6700.889,83.23,71.758,69.296,-3.216,64.679,67.896,15573174814,102.194,40.128
01/11/2011,6701.28,6682.7,6694.619,74.805,72.842,67.624,-2.212,65.628,67.84,15573814704,89.897,40.726
01/10/2011,6668.13,6674.262,6689.707,57.24,81.135,63.811,0.01,67.503,67.492,15439403855,56.552,40.777
01/09/2011,6723.32,6665.623,6689.251,86.483,92.233,78.018,5.312,72.289,66.977,15572597999,136.672,39.06
01/08/2011,6729.6,6654.472,6676.733,99.683,96.018,79.898,5.802,71.728,65.925,15633815020,157.257,39.171
01/05/2011,6696.55,6642.426,6660.884,90.533,95.091,77.216,4.102,69.328,65.225,15444197474,125.744,39.156
01/04/2011,6699.96,6633.724,6649.461,97.838,96.349,78.216,3.906,68.622,64.716,15434352179,137.028,39.547
01/03/2011,6676.66,6624.275,6635.7,96.902,97.009,76.265,2.262,66.375,64.113,15324545271,118.443,40.415
01/02/2011,6656.35,6616.136,6624.695,94.307,94.978,74.411,1.481,64.915,63.434,15240162531,102.807,40.704
01/01/2011,6654.4,6608.212,6615.943,99.818,94.973,74.232,1.724,64.175,62.45,15221702060,107.772,41.981
12/29/10,6620.75,6599.13,6605.894,90.808,88.758,70.969,1.517,62.495,60.977,15088016210,86.92,42.293
12/28/10,6616.9,6586.955,6599.749,94.293,90.363,70.573,3.783,62.868,59.084,15128133398,91.09,43.336
12/27/10,6581.74,6577.566,6592.598,81.173,90.451,66.726,6.365,62.821,56.456,15064505386,69.34,42.804
12/26/10,6611.81,6570.285,6590.515,95.623,95.87,74.457,11.814,65.428,53.613,15104169980,99.821,41.483
12/25/10,6609.14,6555.244,6580.23,94.557,96.469,74.211,14.871,64.742,49.87,15007731872,108.337,42.367
12/22/10,6609.53,6539.929,6567.647,97.43,98.284,74.308,17.665,63.197,45.531,15028096569,121.899,43.942
12/21/10,6605.47,6524.694,6552.222,97.421,99.14,73.978,19.263,60.265,41.002,14934752392,130.453,44.967
12/20/10,6595.27,6507.811,6534.466,100,99.609,73.176,19.698,56.06,36.362,14889307750,136.881,46.597
12/19/10,6577.11,6488.364,6515.028,100,94.979,71.734,19.329,50.917,31.588,14769842926,141.386,46.927
12/18/10,6563.58,6470.973,6495.731,98.827,93.762,70.643,18.63,45.46,26.829,14623455374,152.067,48.064
12/15/10,6499,6456.801,6476.316,86.109,93.981,64.583,16.85,39.211,22.361,14493273547,111.064,46.545
12/14/10,6523.01,6441.389,6465.841,96.349,96.651,69.539,19.094,37.241,18.146,14535859714,145.603,47.384
12/13/10,6508.93,6420.938,6447.283,99.484,95.103,68.211,18.364,31.739,13.375,14476512288,142.271,48.709
12/12/2010,6461.4,6403.288,6428.075,94.12,94.544,63.177,16.583,25.69,9.106,14327842150,97.881,47.083
12/11/2010,6455.99,6388.145,6414.756,91.706,92.514,62.55,16.753,22.434,5.68,14237442441,94.7,48.649
12/08/2010,6457.18,6372.435,6399.564,97.805,84.984,62.769,15.819,18.502,2.683,14258249963,95.381,49.883
12/07/2010,6436.64,6355.847,6381.14,88.03,75.789,60.564,12.623,13.094,0.471,14147024957,79.2,49.721
12/06/2010,6400.8,6341.732,6363.884,69.117,72.712,56.378,8.661,8.093,-0.568,14052368373,38.504,50.081
12/05/2010,6403.2,6337.972,6352.461,70.221,64.144,56.752,5.483,5.24,-0.242,14100327259,45.577,51.661
12/04/2010,6421.86,6333.889,6339.859,78.797,51.168,59.612,-0.088,1.279,1.367,14100763454,78.041,51.598
12/01/2010,6344.88,6330.072,6323.17,43.415,37.466,49.952,-9.551,-5.695,3.855,13978164671,-32.98,49.382
11/30/10,6318.5,6339.945,6322.273,31.291,32.118,45.83,-14.325,-6.677,7.648,13930414446,-69.908,50.07
11/29/10,6332.43,6353.344,6328.608,37.693,29.114,47.759,-17.085,-5.147,11.938,13909134000,-50.175,50.722
11/28/10,6309.97,6363.219,6334.206,27.37,22.812,44.245,-20.363,-4.537,15.825,13913004554,-84.726,51.011
11/27/10,6298.89,6375.843,6346.183,22.277,15.814,42.473,-20.605,-1.406,19.198,13932347091,-100.376,51.718
11/24/10,6291.3,6392.128,6363.136,18.789,20.476,41.285,-18.115,3.737,21.853,13924405962,-109.959,52.571
11/23/10,6295.49,6397.4,6382.426,6.377,27.108,41.727,-12.347,11.022,23.369,13856517010,-92.74,52.874
11/22/10,6363.2,6405.122,6402.36,36.263,42.003,49.701,-3.303,19.733,23.037,13926888132,6.02,50.72
11/21/10,6362.37,6405.201,6409.996,38.685,58.909,49.592,1.942,23.671,21.729,13973742742,9.643,52.271
11/20/10,6383.69,6404.352,6417.629,51.062,77.427,52.312,8.801,28.437,19.636,14021980781,40.641,51.892
11/10/2010,6443.61,6401.392,6420.848,86.979,89.1,61.051,15.276,31.936,16.66,14090837296,114.059,49.525
11/09/2010,6452.49,6388.023,6410.741,94.241,89.442,62.487,16.879,29.836,12.956,14160072152,140.997,50.696
11/08/2010,6431.18,6376.053,6396.843,86.08,91.362,60.412,16.763,25.818,9.054,14010745541,135.643,51.595
11/07/2010,6436.21,6365.924,6384.979,88.006,88.648,61.153,16.928,22.483,5.554,14102165155,155.448,52.93
11/06/2010,6461.74,6352.332,6369.728,100,91.241,64.909,15.268,17.388,2.119,14171126927,195.625,53.802
11/03/2010,6344.02,6334.855,6346.658,77.938,88.162,52.389,9.124,8.032,-1.091,14016619263,33.804,48.885
11/02/2010,6372.71,6323.468,6342.921,95.784,90.496,56.991,11.309,7.96,-3.349,14108897761,67.186,49.328
11/01/2010,6363.99,6312.558,6331.985,90.763,80.465,55.898,10.367,4.831,-5.536,13995774865,51.825,50.715
10/31/10,6353.88,6304.683,6321.201,84.941,65.56,54.657,8.289,1.655,-6.634,13947074709,34.451,51.648
10/30/10,6354.09,6295.35,6310.56,65.692,54.901,54.686,5.409,-1.393,-6.803,14036405285,28.346,53.376
10/27/10,6309.92,6282.619,6297.565,46.048,50.252,49.311,0.857,-5.286,-6.143,13934858406,-29.451,53.499
10/26/10,6332.79,6281.879,6292.467,52.962,48.018,52.294,-1.525,-5.679,-4.154,13991622365,-6.34,55.441
10/25/10,6329.89,6282.986,6283.411,51.747,41.619,51.951,-7.814,-8.428,-0.614,13927650366,-13.358,56.13
10/24/10,6300.29,6286.781,6275.573,39.345,27.515,48.447,-15.774,-11.519,4.255,13847251349,-50.248,57.695
10/23/10,6286.97,6298.8,6275.302,33.764,21.691,46.826,-22.533,-12.282,10.25,13852660049,-70.894,58.968
10/20/10,6230.15,6309.305,6279.363,9.435,20.831,39.262,-28.711,-11.721,16.99,13748961009,-140.595,57.098
10/19/10,6263.61,6328.058,6297.165,21.872,24.354,42.574,-28.884,-5.05,23.834,13769317100,-129.67,57.194
10/18/10,6285.24,6341.338,6311.297,31.186,18.217,44.844,-30.26,0.131,30.392,13839690555,-127.736,57.992
10/17/10,6260.55,6352.363,6323.501,20.005,13.612,41.54,-32.036,4.541,36.577,13837929353,-183.243,58.11
10/16/10,6226.78,6368.378,6343.106,3.459,12.61,36.725,-30.064,12.617,42.682,13738778210,-285.992,58.743
10/13/10,6302.52,6385.416,6371.949,17.371,14.506,44.328,-22.146,26.18,48.326,13834556913,-207.273,56.618
10/12/2010,6343.86,6394.403,6388.655,17.001,23.558,49.525,-17.235,35.399,52.634,13843388701,-139.04,55.033
10/11/2010,6367.84,6400.41,6398.937,9.146,26.486,52.863,-13.854,42.441,56.296,13828400020,-70.997,54.887
10/10/2010,6420.48,6408.77,6406.379,44.527,39.89,61.282,-11.23,48.371,59.602,13912422750,52.685,53.173
10/09/2010,6392.02,6412.045,6404.845,25.786,37.375,57.917,-12.669,49.877,62.546,13771200275,9.431,52.747
10/06/2010,6417.68,6418.156,6409.597,49.357,43.813,62.462,-11.074,53.97,65.044,13843327283,53.177,52.002
10/05/2010,6396.41,6419.878,6409.997,36.981,49.029,60.049,-10.796,55.798,66.594,13842560259,36.231,52.75
10/04/2010,6395.49,6422.117,6414.671,45.102,56.403,59.945,-7.718,59.484,67.203,13857917663,40.375,53.708
10/03/2010,6420.7,6418.203,6418.801,65.003,63.872,64.172,-3.148,63.417,66.566,13886732902,61.127,54.865
10/02/2010,6397.16,6412.514,6417.312,59.105,67.116,61.839,0.426,64.949,64.522,13786708900,51.329,54.876
09/29/10,6392.39,6408.216,6419.322,67.509,77.029,61.366,6.652,68.355,61.703,13796001453,53.256,54.112
09/28/10,6403.93,6406.338,6421.858,74.733,84.266,63.124,14.611,72.195,57.584,13835815628,63.615,54.801
09/27/10,6451.44,6396.578,6420.522,88.846,89.088,70.892,22.949,74.871,51.922,13920259936,90.535,54.961
09/26/10,6453.23,6378.37,6407.236,89.22,91.89,71.199,28.077,72.359,44.282,13952686316,99.524,56.513
09/25/10,6453.13,6360.518,6390.379,89.199,95.483,71.192,32.39,67.919,35.529,13852202427,110.462,58.108
09/21/10,6434.9,6331.104,6368.193,97.25,96.256,70.055,35.354,61.274,25.919,13918611435,116.657,57.207
09/20/10,6418.8,6298.256,6343.349,100,94.932,69.053,38.461,53.758,15.296,13863327025,127.203,58.223
09/19/10,6356.35,6263.548,6315.121,91.519,91.935,64.813,40.385,45.021,4.636,13744818049,112.78,57.629
09/18/10,6363.81,6236.48,6293.326,93.279,93.292,65.814,45.077,39.574,-5.503,13831837489,138.743,59.315
09/15/10,6354.18,6205.653,6264.571,91.008,95.044,65.169,46.431,31.286,-15.145,13748311202,159.058,61.203
09/14/10,6373.61,6170.359,6231.149,95.59,97.007,67.555,45.318,21.233,-24.085,13786831137,203.492,62.463
09/06/2010,6306.33,6134.825,6187.733,98.534,98.435,63.227,37.881,6.114,-31.766,13729575964,161.139,60.61
09/05/2010,6269.36,6114.867,6152.922,96.897,95.39,60.541,30.475,-6.42,-36.896,13662899663,123.382,61.678
09/04/2010,6274.71,6097.018,6121.587,99.876,84.052,61.141,21.085,-18.562,-39.647,13626798398,120.661,63.553
09/01/2010,6158.99,6078.569,6085.925,89.397,62.421,51.482,6.408,-34.334,-40.743,13520241356,10.134,59.511
08/31/10,6106.42,6074.776,6070.613,62.882,43.774,45.799,-2.714,-42.184,-39.469,13460225057,-38.68,59.665
08/30/10,6071.72,6080.31,6065.866,34.982,30.768,41.607,-9.744,-46.236,-36.491,13429591609,-69.483,56.542
08/29/10,6085.67,6088.942,6068.997,33.457,22.019,42.844,-14.877,-47.203,-32.325,13454139974,-64.766,58.718
08/28/10,6055.54,6097.658,6071.177,23.863,11.328,39.22,-21.614,-49.171,-27.556,13405362019,-90.707,59.978
08/25/10,6001.24,6104.338,6080.049,8.738,8.867,32.005,-26.011,-47.899,-21.888,13368279332,-136.484,59.184
08/24/10,6018.27,6123.011,6102.189,1.382,9.27,33.151,-24.39,-40.051,-15.66,13355116546,-143.715,59.46
08/23/10,6106.75,6147.585,6125.701,16.48,12.057,40.075,-22.33,-31.185,-8.854,13425044264,-96.58,56.875
08/22/10,6090.87,6168.677,6136.961,9.948,11.688,37.914,-26.465,-28.425,-1.959,13361671464,-122.881,59.063
08/21/10,6090.22,6191.985,6155.345,9.742,18.038,37.828,-27.962,-22.87,5.091,13364748778,-135.29,61.201
08/18/10,6121.06,6216.52,6178.309,15.375,24.041,40.263,-26.834,-15.383,11.451,13366696134,-120.137,61.111
08/17/10,6161.76,6234.458,6198.926,28.996,29.816,43.71,-25.499,-8.742,16.757,13433779146,-75.885,61.505
08/16/10,6158.04,6248.417,6214.682,27.751,25.419,43.298,-25.142,-4.283,20.859,13427612806,-69.743,64.865
08/15/10,6172.83,6265.858,6234.286,32.701,22.404,44.501,-22.373,1.849,24.223,13435921886,-54.018,66.64
08/14/10,6122.34,6280.244,6253.815,15.803,31.936,39.143,-18.398,8.144,26.543,13336177493,-92.699,67.253
08/11/2010,6187.97,6296.383,6285.46,18.707,54.643,44.306,-6.11,21.201,27.312,13372515195,-37.375,63.745
08/10/2010,6264.01,6304.267,6306.605,61.297,76.981,51.633,5.178,30.875,25.697,13462838416,28.493,60.886
08/09/2010,6317.67,6305.361,6314.123,83.925,86.229,57.908,12.852,35.032,22.179,13571691846,77.313,61.064
08/08/2010,6323.95,6295.317,6310.059,85.72,84.587,58.684,17.029,34.365,17.335,13582092030,92.379,63.399
08/07/2010,6335.57,6280.425,6302.145,89.041,82.434,60.065,20.99,32.374,11.383,13628941126,113.984,65.917
08/04/2010,6300.44,6265.607,6289.425,79.0006,85.048,57.239,23.35,28.178,4.828,13515894348,92.871,67.877
08/03/2010,6301.35,6244.558,6279.264,79.26,90.36,57.337,27.783,25.99,-1.792,13451941968,101.243,70.527
08/02/2010,6332.45,6221.288,6264.708,96.883,94.941,60.616,31.665,22.727,-8.938,13588742355,144.031,70.287
08/01/2010,6316.69,6201.173,6240.839,94.936,91.629,59.527,30.601,15.064,-15.537,13539960684,142.057,73.369
07/31/10,6283.73,6181.225,6216.209,93.005,92.964,57.23,27.419,6.67,-20.749,13487316484,119.251,75.069
07/28/10,6266.81,6166.248,6194.849,86.945,88.47,56.041,24.217,-0.785,-25.002,13429025492,114.678,78.032
07/27/10,6274.95,6157.041,6174.891,98.943,80.205,56.745,19.617,-8.566,-28.183,13518899851,139.133,80.976
07/26/10,6217.23,6151.213,6152.393,79.521,71.004,52.839,11.128,-19.203,-30.331,13392130094,98.385,82.091
07/25/10,6175.03,6151.16,6140.38,62.151,56.581,49.759,4.874,-26.622,-31.497,13336459798,41.153,82.049
07/24/10,6187.39,6157.767,6137.241,71.34,48.961,50.659,1.112,-31.409,-32.521,13296854634,41.061,85.062
07/21/10,6089.95,6159.054,6132.089,36.253,44.669,43.131,-4.492,-38.319,-33.827,13184008152,-51.438,84.109
07/20/10,6068.65,6155.7,6144.044,39.289,48.862,41.313,-1.053,-36.661,-35.608,13064728021,-72.584,85.506
07/19/10,6131.3,6161.408,6160.909,58.466,52.314,45.265,6.769,-31.843,-38.613,13155559014,-34.25,85.135
07/18/10,6117.21,6151.31,6164.547,48.832,51.765,44.149,10.137,-31.609,-41.747,13064275470,-49.689,86.756
07/17/10,6133.96,6139.85,6168.664,49.643,57.734,45.165,15.661,-29.416,-45.077,13123686568,-45.63,89.284
07/14/10,6174.74,6129.845,6167.916,56.821,62.954,47.644,19.794,-27.894,-47.689,13117302822,-26.927,89.278
07/13/10,6216.67,6121.747,6158.28,66.738,63.659,50.279,19.144,-29.699,-48.844,13191244064,-7.228,88.659
07/12/2010,6216.7,6113.666,6139.552,65.304,58.0008,50.281,12.174,-35.839,-48.013,13187626681,-9.937,92.506
07/11/2010,6241.1,6122.254,6122.38,58.936,43.641,51.716,1.706,-43.158,-44.864,13176950887,0.04,95.428
07/10/2010,6200.26,6129.96,6102.173,49.761,35.827,49.475,-15.077,-54.356,-39.278,13149124653,-22.172,97.636
07/07/2010,6056.41,6145.223,6092.166,22.225,24.984,40.431,-31.427,-63.699,-32.272,13038120897,-101.651,93.383
07/06/2010,6125.73,6173.929,6113.533,35.495,21.551,43.951,-35.857,-60.053,-24.195,13103558901,-67.883,94.234
07/05/2010,6030.32,6197.711,6126.621,17.231,15.692,36.933,-44.694,-61.582,-16.887,12967203674,-109.646,94.142
07/04/2010,6002.61,6239.747,6164.699,11.927,10.946,34.729,-43.146,-52.924,-9.778,12940973087,-120.325,96.419
07/03/2010,6033.91,6280.796,6215.278,17.918,9.329,36.051,-33.951,-38.283,-4.331,13028087034,-98.706,99.382
06/30/10,6093.76,6311.972,6265.835,2.994,25.155,38.663,-19.839,-22.225,-2.385,13005535125,-63.718,95.012
06/29/10,6135.86,6337.24,6310.104,7.073,48.132,40.584,-3.342,-7.5,-4.157,13089650526,-40.357,96.935
06/28/10,6302.58,6356.049,6350.138,65.399,72.899,49.655,16.324,7.117,-9.207,13248115844,35.081,91.393
06/27/10,6318.16,6359.794,6360.541,71.923,77.691,50.637,26.597,8.695,-17.902,13321951873,44.634,95.754
06/26/10,6352.89,6354.234,6367.1,81.374,81.927,52.798,37.978,8.997,-28.98,13374363981,62.853,99.366
06/23/10,6343.47,6346.771,6365.987,79.776,87.515,52.285,48.663,5.715,-42.947,13249626313,65.276,103.302
06/22/10,6363.55,6323.522,6362.36,84.632,94.05,53.435,61.53,2.403,-59.127,13175904693,80.166,105.757
06/21/10,6450.68,6287.158,6348.471,98.135,95.854,58.628,74.275,-3.904,-78.18,13321730482,122.058,106.237
06/20/10,6413.1,6240.908,6310.33,99.382,93.62,56.953,77.734,-20.77,-98.505,13232689313,123.59,110.593
06/19/10,6345.67,6192.057,6270.141,90.044,92.447,53.838,79.745,-38.168,-117.914,13070746733,102.724,113.066
06/16/10,6346.44,6150.235,6234.607,91.435,95.44,53.879,83.21,-52.953,-136.164,13202305275,104.783,117.053
06/15/10,6323.95,6115.729,6192.659,95.862,95.594,52.898,81.581,-71.133,-152.715,13272410085,91.829,120.515
06/14/10,6340.03,6079.936,6148.293,99.022,95.223,53.656,75.864,-91.013,-166.878,13199350396,86.776,125.402
06/13/10,6262.56,6057.985,6097.012,91.898,82.724,50.483,62.177,-116.7,-178.878,13041069517,49.619,128.282
06/12/2010,6278.26,6040.457,6056.63,94.749,64.874,51.142,47.46,-139.901,-187.361,13091455822,46.663,132.6
06/09/2010,6110.98,6030.227,6011.533,61.525,43.116,43.897,24.78,-169.077,-193.858,12858622306,-16.332,129.023
06/08/2010,5999.91,6005.36,5992.329,38.348,29.787,38.251,10.343,-186.825,-197.169,12667780132,-55.367,130.127
06/07/2010,5988.18,5981.402,5988.964,29.476,24.301,37.636,3.81,-195.452,-199.262,12570927650,-63.58,135.375
06/06/2010,5924.59,6000.309,5991.17,21.536,24.819,34.342,-4.946,-202.425,-197.479,12442123439,-85.919,135.692
06/05/2010,5927.45,6034.965,6011.238,21.89,25.276,34.418,-12.153,-201.906,-189.752,12420472491,-93.713,142.201
06/02/2010,6001.38,6073.766,6037.841,31.03,30.554,36.346,-18.609,-198.599,-179.989,12389911881,-85.541,138.991
06/01/2010,5966.02,6113.734,6058.269,22.907,31.29,34.722,-30.217,-199.016,-168.798,12332711775,-103.808,143.05
05/31/10,6120.52,6172.841,6095.873,37.726,37.354,38.733,-37.44,-193.053,-155.612,12449998593,-76.566,142.081
05/30/10,6087.28,6210.197,6112.177,33.237,28.382,37.285,-56.925,-198.365,-141.44,12333289328,-94.686,147.744
05/29/10,6175.96,6254.114,6142.511,41.099,17.613,39.603,-72.642,-198.876,-126.234,12479682731,-84.991,148.789
05/26/10,5862.31,6290.454,6163.328,10.808,6.531,24.11,-96.073,-205.664,-109.591,12223841473,-180.914,134.479
05/25/10,5760.33,6373.392,6256.252,0.931,4.312,17.739,-88.683,-179.402,-90.719,12164154421,-241.379,131.751
05/24/10,6177.25,6466.34,6384.617,7.855,7.503,26.037,-59.916,-132.889,-72.972,12394940448,-157.004,109.05
05/23/10,6271.15,6524.687,6447.788,4.149,6.198,28.861,-54.242,-114.038,-59.795,12466452673,-150.003,102.77
05/22/10,6315.46,6564.976,6501.211,10.506,12.792,30.3,-49.973,-97.879,-47.906,12633976103,-155.542,104.863
05/19/10,6401.06,6585.101,6550.236,3.938,13.087,33.278,-42.77,-80.343,-37.573,12650672458,-145.399,100.711
05/18/10,6557.09,6626.781,6591.277,23.932,17.72,39.919,-37.613,-65.507,-27.894,12780690927,-96.214,94.758
05/17/10,6494.08,6659.68,6609.929,11.393,14.711,35.06,-45.062,-61.505,-16.443,12652345130,-139.972,97.035
05/16/10,6526.45,6699.444,6647.268,17.834,26.684,36.467,-44.549,-49.087,-4.538,12624720670,-144.373,98.355
05/15/10,6539.36,6737.533,6685.647,14.905,36.377,37.017,-42.107,-35.819,6.287,12528448325,-163.658,97.431
05/12/2010,6691.69,6775.276,6728.541,47.313,52.076,44.347,-35.56,-19.678,15.881,12610174147,-88.482,89.68
05/11/2010,6689.81,6792.904,6746.943,46.914,50.824,44.221,-38.033,-14.299,23.733,12602475953,-103.682,90.083
05/10/2010,6760.72,6815.14,6769.731,62.0003,38.548,48.048,-37.898,-7.035,30.863,12743030430,-60.84,90.934
05/09/2010,6674.04,6832.008,6782.692,43.558,35.858,42.388,-42.379,-4.88,37.499,12630865421,-148.428,89.328
05/08/2010,6516.71,6853.898,6815.393,10.086,47.939,29.429,-36.944,6.765,43.709,12440472474,-357.345,84.086
05/05/2010,6817.86,6887.809,6882.866,53.929,72.733,49.033,-10.56,37.551,48.112,12614413825,-84.308,63.742
05/04/2010,6886.08,6879.035,6893.989,79.803,84.948,57.023,-3.138,45.637,48.775,12696299594,35.779,61.631
05/03/2010,6891.72,6861.886,6889.59,84.467,89.769,57.746,-0.136,48.346,48.483,12837331388,48.126,61.749
05/02/2010,6907.34,6857.954,6883.45,90.573,86.674,59.69,1.358,50.528,49.169,12804320133,73.155,63.288
05/01/2010,6916.79,6851.65,6873.325,94.268,87.304,60.841,-0.346,50.986,51.333,12825183148,91.655,64.915
04/28/10,6867.97,6848.172,6860.849,75.181,88.947,56.85,-4.101,49.868,53.97,12642547857,32.573,66.112
04/27/10,6912.17,6850.449,6857.663,92.462,93.662,62.178,-4.684,52.686,57.371,12610216284,95.467,62.908
04/26/10,6929.4,6847.612,6845.926,99.198,87.53,64.362,-9.702,51.017,60.719,12595314731,129.773,64.649
04/25/10,6892.94,6842.986,6830.214,89.326,61.926,61.72,-17.961,46.389,64.351,12435655201,92.62,65.879
04/24/10,6855.82,6843.147,6821.161,74.065,32.724,58.836,-25.046,43.52,68.567,12360393267,48.18,66.86
04/21/10,6730.12,6844.448,6819.093,22.386,29.079,46.054,-30.056,43.005,73.061,12169033937,-137.327,61.788
04/20/10,6714.59,6848.934,6840.696,1.722,41.163,44.061,-22.776,54.52,77.296,12119736057,-167.997,59.876
04/19/10,6852.4,6853.422,6865.938,63.129,67.104,63.341,-10.003,70.005,80.009,12379215194,46.525,53.269
04/18/10,6844.3,6848.714,6865.268,58.638,74.19,62.444,-6.903,74.721,81.624,12203209315,42.11,53.707
04/17/10,6882.01,6846.518,6865.671,79.546,84.226,69.83,-3.071,80.478,83.55,12159971436,100.31,50.097
04/14/10,6890.74,6840.965,6858.208,84.386,88.248,71.652,-2.417,82.815,85.233,12037755984,122.976,49.019
04/13/10,6883.8,6831.992,6847.527,88.746,93.046,71.095,-3.111,83.705,86.817,12040116062,122.265,48.51
04/12/2010,6883.14,6825.111,6836.856,91.613,96.277,71.045,-3.972,84.33,88.303,12008854075,128.736,48.953
04/11/2010,6894.55,6813.802,6824.249,98.78,85.379,73.083,-5.883,83.969,89.852,12016452530,146.53,50.547
04/10/2010,6868.83,6803.922,6807.771,98.438,69.832,71.364,-10.168,81.124,91.293,11868771746,126.83,51.508
04/07/2010,6774.98,6797.203,6794.748,58.917,64.861,63.454,-14.28,78.932,93.212,11733559961,41.953,47.999
04/06/2010,6759.47,6795.403,6798.461,52.142,75.993,61.836,-10.591,84.542,95.133,11626028473,33.504,48.888
04/05/2010,6805.32,6793.339,6804.619,83.525,89.893,70.389,-3.848,92.051,95.9,11711402617,75.137,46.062
04/04/2010,6822.34,6782.068,6800.392,92.312,92.248,73.913,0.116,95.629,95.512,11680901236,94.767,44.676
04/03/2010,6826.48,6772.038,6791.246,93.842,93.555,74.758,2.691,97.071,94.379,11647243507,106.102,45.799
03/31/10,6801.01,6759.368,6779.044,90.589,90.195,72.994,4.05,97.079,93.029,11618773172,97.186,46.011
03/30/10,6814.99,6746.708,6769.171,96.232,90.863,75.691,7.136,98.27,91.133,11605537780,115.628,45.602
03/29/10,6770.05,6726.566,6753.094,83.764,92.117,72.678,8.403,96.937,88.533,11510002425,96.123,44.902
03/28/10,6795.75,6707.371,6741.697,92.593,97.13,77.798,12.883,98.401,85.517,11553989101,126.301,44.451
03/27/10,6801.64,6688.137,6722.131,99.992,99.414,78.983,14.027,96.222,82.195,11557434331,148.834,44.56
03/24/10,6756.98,6666.351,6697.533,98.805,95.03,76.46,12.221,91.442,79.22,11434654090,138.748,44.479
03/23/10,6738.83,6647.248,6677.582,99.446,95.138,75.343,12.043,88.557,76.514,11325186571,144.15,44.989
